address,protocol_type,label,protocol
0x6e5709515c767c907e43a03388cc816bd65e797c,derivatives,ProxysXAG,synthetix
0x261efcdd24cea98652b9700800a13dfbca4103ff,derivatives,ProxysXAU,synthetix
0xe05d803fa0c5832fa2262465290abb25d6c2bfa3,derivatives,ProxysXAU,synthetix
0x5299d6f7472dcc137d7f3c4bcfbbb514babf341a,derivatives,ProxysXMR,synthetix
0xa2b0fde6d710e201d0d608e924a484d1a5fed57c,derivatives,ProxysXRP,synthetix
0x2e59005c5c0f0a4d77cca82653d48b46322ee5cd,derivatives,ProxysXTZ,synthetix
0xf45b14ddabf0f0e275e215b94dd24ae013a27f12,derivatives,ProxysXTZ,synthetix
0x992058b7db08f9734d84485bfbc243c4ee6954a7,derivatives,ProxysYFI,synthetix
0x4e3b31eb0e5cb73641ee1e65e7dcefe520ba3ef2,derivatives,ReadProxyAddressResolver,synthetix
0xb671f2210b1f6621a2607ea63e6b2dc3e2464d1f,derivatives,RewardEscrow,synthetix
0xda4ef8520b1a57d7d63f1e249606d1a459698876,derivatives,RewardEscrowV2,synthetix
0x29c295b046a73cde593f21f63091b072d407e3f2,derivatives,RewardsDistribution,synthetix
0xffa72fd80d8a84032d855bfb67036baf45949009,derivatives,RewardsDistribution,synthetix
0x84d626b2bb4d0f064067e4bf80fce7055d8f3e7b,derivatives,SafeDecimalMath,synthetix
0xced4055b47cfd0421f3727a35f69ce659c8baf7a,derivatives,ShortingRewardssBTC,synthetix
0x12dc1273915a16ab8bd47ba7866b240c253e4c12,derivatives,ShortingRewardssETH,synthetix
0xfbaedde70732540ce2b11a8ac58eb2dc0d69de10,derivatives,StakingRewardsSNXBalancer,synthetix
0x167009dcda2e49930a71712d956f02cc980dcc1b,derivatives,StakingRewardsiBTC,synthetix
0x32c9f03490a9f560eccc9f107e71560c1b0a2535,derivatives,StakingRewardsiBTC,synthetix
0xdcdd9e45fa94cf50ecd3251dd8f8157b2d492dd9,derivatives,StakingRewardsiBTC,synthetix
0xe5ea1dda3299c0b133a93a47ef9f5536c6892ace,derivatives,StakingRewardsiBTC,synthetix
0x3f27c540adae3a9e8c875c61e3b970b559d7f65d,derivatives,StakingRewardsiETH,synthetix
0x3fdbbbd81b0962fdf486d74f94a68c70ba87c6c7,derivatives,StakingRewardsiETH,synthetix
0x6d4f135af7dfcd4bdf6dcb9d7911f5d243872a52,derivatives,StakingRewardsiETH,synthetix
0x6dc0b8a7dace47bc75d2ddfdf8bf29e363d92693,derivatives,StakingRewardsiETH,synthetix
0xc746bc860781dc90bbfcd381d6a058dc16357f8d,derivatives,StakingRewardsiETH,synthetix
0x7af65f1740c0eb816a27fd808eaf6ab09f6fa646,derivatives,StakingRewardssAAPLBalancer,synthetix
0xdc338c7544654c7dadfeb7e44076e457963113b0,derivatives,StakingRewardssAMZNBalancer,synthetix
0x13c1542a468319688b89e323fe9a3be3a90ebb27,derivatives,StakingRewardssBTCCurve,synthetix
0x1c1d97f6338759ab814a5a717ae359573ab5d5d4,derivatives,StakingRewardssCOINBalancer,synthetix
0x48d7f315fedcad332f68aafa017c7c158bc54760,derivatives,StakingRewardssETHUniswapV1,synthetix
0xc0d8994cd78ee1980885df1a0c5470fc977b5cfe,derivatives,StakingRewardssEURCurve,synthetix
0x26fa0665660c1d3a3666584669511d3c66ad37cb,derivatives,StakingRewardssFBBalancer,synthetix
0x6fb7f0e78582746bd01bcb6dfbfe62ca5f4f9175,derivatives,StakingRewardssGOOGBalancer,synthetix
0x9d003cc298e7ea141a809c241c0a703176da3ba3,derivatives,StakingRewardssMSFTBalancer,synthetix
0x8ef8ca2acaaafec19fb366c11561718357f780f2,derivatives,StakingRewardssNFLXBalancer,synthetix
0xf0de877f2f9e7a60767f9ba662f10751566ad01c,derivatives,StakingRewardssTSLABalancer,synthetix
0xdcb6a51ea3ca5d3fd898fd6564757c7aaec3ca92,derivatives,StakingRewardssUSDCurve,synthetix
0x8302fe9f0c509a996573d3cc5b0d5d51e4fdd5ec,derivatives,StakingRewardssXAUUniswapV2,synthetix
0xa05e45396703babaa9c276b5e5a9b6e2c175b521,derivatives,SupplySchedule,synthetix
0xa3de830b5208851539de8e4ff158d635e8f36fcb,derivatives,SupplySchedule,synthetix
0xe533139af961c9747356d947838c98451015e234,derivatives,SynthRedeemer,synthetix
0x81aee4ea48f678e172640fb5813cf7a96afaf6c3,derivatives,SynthUtil,synthetix
0x2972705af18c66c14cdd27ad412961e01944a9c3,derivatives,SynthXDR,synthetix
0x30a46e656cdca6b401ff043e1abb151490a07ab0,derivatives,SynthXDR,synthetix
0x6025f88abb6d99d02c5eed82c151d52bac8e444b,derivatives,SynthXDR,synthetix
0x96f9d144e55149437640512b82d7dda065e89773,derivatives,SynthXDR,synthetix
0x153c3148a0a285a6f9f6d1996e1348832249bf7e,derivatives,Synthetix,synthetix
0x22a67ecd108f7a6fc52da9e2655ddfe88eccd9ca,derivatives,Synthetix,synthetix
0x273ca27361cbf5169fcb7c1391968b6371294420,derivatives,Synthetix,synthetix
0x2987252148e34863612ac7f4ef3260de0c2a68f7,derivatives,Synthetix,synthetix
0x2dea20405c52fb477ecca8fe622661d316ac5400,derivatives,Synthetix,synthetix
0x3772f9716cf6d7a09ede3587738aa2af5577483a,derivatives,Synthetix,synthetix
0x42d03f506c2308ecd06ae81d8fa22352bc7a8f2b,derivatives,Synthetix,synthetix
0x43ae8037179a5746d618da077a38ddeea9640cba,derivatives,Synthetix,synthetix
0x4e2f13a347584b17f99521497b987f01660b877d,derivatives,Synthetix,synthetix
0x54f25546260c7539088982bcf4b7dc8edef19f21,derivatives,Synthetix,synthetix
0x5a4ade4f3e934a0885f42884f7077261c3f4f66f,derivatives,Synthetix,synthetix
0x5ef0de4bd373e435341cd82311dfb13d5e8fdef5,derivatives,Synthetix,synthetix
0x6e6a43a8148b5c54a94c044a835476d3f3f4d59a,derivatives,Synthetix,synthetix
0x6eb3ac83701f624baefbc50db654b53d1f51dc94,derivatives,Synthetix,synthetix
0x7cb89c509001d25da9938999abfea6740212e5f0,derivatives,Synthetix,synthetix
0x7e6ab054070599ca7b1552aea7962b6b344a9950,derivatives,Synthetix,synthetix
0x8454190c164e52664af2c9c24ab58c4e14d6bbe4,derivatives,Synthetix,synthetix
0x9642c7026822391100a4773d7aa597ae18ece7dd,derivatives,Synthetix,synthetix
0x97767d7d04fd0db0a1a2478dcd4ba85290556b48,derivatives,Synthetix,synthetix
0xa36ac1f924087b7b959592c3d89cb066d1cc35d5,derivatives,Synthetix,synthetix
0xbd88d2ddf55b65bdbba6f6a5a626b854835d7844,derivatives,Synthetix,synthetix
0xc6738ed1eb79fa23941c75b4f437fc65893b5476,derivatives,Synthetix,synthetix
0xd76c5b71ba091c785aec1a5c1c901b04876d073b,derivatives,Synthetix,synthetix
0xdc01020857afbae65224cfcedb265d1216064c59,derivatives,Synthetix,synthetix
0xef8a2c1bc94e630463293f71bf5414d13e80f62d,derivatives,Synthetix,synthetix
0xf87a0587fe48ca05dd68a514ce387c0d4d3ae31c,derivatives,Synthetix,synthetix
0xffc91f7088bf40f0419b451fb9d85718d8903628,derivatives,Synthetix,synthetix
0x5fd79d46eba7f351fe49bff9e87cdea6c821ef9f,derivatives,SynthetixBridgeEscrow,synthetix
0x045e507925d2e05d114534d0810a1abd94aca8d6,derivatives,SynthetixBridgeToOptimism,synthetix
0xcd9d4988c0ae61887b075ba77f08cbfad2b65068,derivatives,SynthetixBridgeToOptimism,synthetix
0x971e78e0c92392a4e39099835cf7e6ab535b2227,derivatives,SynthetixEscrow,synthetix
0x4b9ca5607f1ff8019c1c6a3c2f0cc8de622d5b82,derivatives,SynthetixState,synthetix
0x1cb27ac646afae192df9928a2808c0f7f586af7d,derivatives,SynthiAAVE,synthetix
0x931c5516ee121a177bd2b60e0122da5b27630abc,derivatives,SynthiADA,synthetix
0x9d4193187b247a400e8d8ba716f1c18c0dc65528,derivatives,SynthiADA,synthetix
0x0e87a320dace86a0b427fa2bae282de5c7697278,derivatives,SynthiBCH,synthetix
0x13fae0e7e85ba720078038bea5011c2957cdcef2,derivatives,SynthiBCH,synthetix
0x09400ec683f70174e1217d6dcdbf42448e8de5d6,derivatives,SynthiBNB,synthetix
0x56751d5ac7d2b614c79d22e6b52d3285cfa8a293,derivatives,SynthiBNB,synthetix
0x57ff288dd9d478b046647a5ab917195449f1f6e5,derivatives,SynthiBNB,synthetix
0xc68b5eb9e035b2b84568a4c6201e3b200c0236ba,derivatives,SynthiBNB,synthetix
0xed4a3adffa428ffd126aed8ba5b8b58bb12c11ca,derivatives,SynthiBNB,synthetix
0xf7b8df8b16da302d85603b8e7f95111a768458cc,derivatives,SynthiBNB,synthetix
0xf86048dff23cf130107dfb4e6386f574231a5c65,derivatives,SynthiBNB,synthetix
0x810425566d1d3078b15a6f035b17886f18f3c54b,derivatives,SynthiBTC,synthetix
0x83266a95429b903cc5e954bf61c7eddf8a52b971,derivatives,SynthiBTC,synthetix
0x8350d1b2d6ef5289179fe49e5b0f208165b4e32e,derivatives,SynthiBTC,synthetix
0xc704c9aa89d1ca60f67b3075d05fbb92b3b00b3b,derivatives,SynthiBTC,synthetix
0xccc395f0ebfaa26dcc2d3bacc23d55614002236b,derivatives,SynthiBTC,synthetix
0xce88906100c145522be3a509683881241abb3c52,derivatives,SynthiBTC,synthetix
0xd8f6b6b6782632275b2b51230654f687f5b12cde,derivatives,SynthiBTC,synthetix
0x43e1505e315be6c8b875a37f7d8753ba84140a37,derivatives,SynthiCEX,synthetix
0x66b86625ee80b06e94e027e44ea35680a0730233,derivatives,SynthiCEX,synthetix
0x6dc6a64724399524184c2c44a526a2cff1baa507,derivatives,SynthiCEX,synthetix
0x817c39c8825e12ea7752483c85dd2c800b78b357,derivatives,SynthiCEX,synthetix
0xda5ed43b9b6e36b4f27cc6d8c1974532cdbd55f9,derivatives,SynthiCEX,synthetix
0xf7011510572d0efe31d1e90cd6dc1ef84e6b13b8,derivatives,SynthiCEX,synthetix
0x9a5ea0d8786b8d17a70410a905aed1443fae5a38,derivatives,SynthiCOMP,synthetix
0x5f7a299be82d8f5a626300c62c477b233f616121,derivatives,SynthiDASH,synthetix
0x947d5656725fb9a8f9c826a91b6082b07e2745b7,derivatives,SynthiDASH,synthetix
0x489d4d4c4bc781eaab3a36c44d66762ceb6e1e2d,derivatives,SynthiDEFI,synthetix
0x87eb6e935e3c7e3e3a0e31a5658498bc87de646e,derivatives,SynthiDEFI,synthetix
0x8e39e807d9eae1ced9bce296f211c38ba5ab2f9b,derivatives,SynthiDEFI,synthetix
0xae7d62fb6a305e6d9e9f8c43bbb41093c2be52f6,derivatives,SynthiDEFI,synthetix
0xc5bfbc63dc8d36e81434e93e0ee097999879d7f4,derivatives,SynthiDEFI,synthetix
0xf6ce55e09de0f9f97210aaf6db88ed6b6792ca1f,derivatives,SynthiDOT,synthetix
0x806a599d60b2fdbda379d5890287d2fba1026cc0,derivatives,SynthiEOS,synthetix
0xc66a263f2c7c1af0bd70c6ca4bff5936f3d6ef9f,derivatives,SynthiEOS,synthetix
0xcea42504874586a718954746a564b72bc7eba3e3,derivatives,SynthiETC,synthetix
0xf13f9e75913b352622f8aeea5ac32498b1c228d0,derivatives,SynthiETC,synthetix
0x29dd4a59f4d339226867e77af211724eabb45c02,derivatives,SynthiETH,synthetix
0x3f3804176d90640ac6063124afd4bc0636ac85b6,derivatives,SynthiETH,synthetix
0x51fe40e6292dbc44623b298a4086ffa6f5976ba1,derivatives,SynthiETH,synthetix
0x9b461df6fc38e1baec08c06eb9e916093af8d11c,derivatives,SynthiETH,synthetix
0xae55f163337a2a46733aa66da9f35299f9a46e9e,derivatives,SynthiETH,synthetix
0xc0ba711b4e128425be9245ce750d82c90b42d6d2,derivatives,SynthiETH,synthetix
0xf53b56b6fb98aaf514bcd28f6fa6fd20c24e5c22,derivatives,SynthiETH,synthetix
0x3ddf5dad59f8f8e8f957709b044ee84e87b42e25,derivatives,SynthiLINK,synthetix
0x4d50a0e5f068acdc80a1da2dd1f0ad48845df2f8,derivatives,SynthiLINK,synthetix
0x63d630b6d89c21e171e86c51c7243284510dbd79,derivatives,SynthiLINK,synthetix
0x8c6680412e914932a9abc02b6c7cbf690e583afa,derivatives,SynthiLINK,synthetix
0xec114001d23eefe6624fb42ccbf4b3c793e295f1,derivatives,SynthiLINK,synthetix
0x05dd55c18999b4a2f905978c029b85da37750170,derivatives,SynthiLTC,synthetix
0x0f5bdfd0958345c2e7adb1741024aed6dd159e6c,derivatives,SynthiLTC,synthetix
0xb73c665825daa926d6ef09417fbe5654473c1b49,derivatives,SynthiLTC,synthetix
0xec98bb42c8f03485bf659378da694512a16f3482,derivatives,SynthiLTC,synthetix
0xfca2e82e5414c695c81b99d753b0b11c50bdc93d,derivatives,SynthiLTC,synthetix
0x047fc84504714d526808be07bf17bdd70726ef92,derivatives,SynthiMKR,synthetix
0x10a0532de3c86d9ce810f004fabcf5a1ea464390,derivatives,SynthiMKR,synthetix
0x1228c7d8bbc5bc53db181bd7b1fce765aa83bf8a,derivatives,SynthiMKR,synthetix
0x99bcc501d04f400ba3f78b5375d00b56ace6ee0d,derivatives,SynthiMKR,synthetix
0xd95e7f80766580634b2e0e49d9f66af317994fc7,derivatives,SynthiMKR,synthetix
0x53869bda4b8d85aedcc9c6cacf015af9447cade7,derivatives,SynthiOIL,synthetix
0x54ea32890a1bdb1c1ae106c921be010f2c7faac2,derivatives,SynthiOIL,synthetix
0xacaab69c2ba65a2db415605f309007e18d4f5e8c,derivatives,SynthiREN,synthetix
0x0517a56da8a517e3b2d484cc5f1da4bdcfe68ec3,derivatives,SynthiTRX,synthetix
0x2de37af5ba64f5cae3202bf13dbedc4d46e8046f,derivatives,SynthiTRX,synthetix
0x406555dbf02e9e4df9adeaec9da76abeed8c1bc3,derivatives,SynthiTRX,synthetix
0x80edac70ec108a9c5b47972da9924397ba974ff9,derivatives,SynthiTRX,synthetix
0x87ea2450eab99a74e55e2b446290011765393ac1,derivatives,SynthiTRX,synthetix
0xdd87cbde3c1f8f728c7924c8c9c983af6dfcfea8,derivatives,SynthiTRX,synthetix
0x3dd7b893c25025cabfbd290a5e06baff3de335b8,derivatives,SynthiUNI,synthetix
0x186e56a62e7cace1308f1a1b0dbb27f33f80f16f,derivatives,SynthiXMR,synthetix
0xc5d2b3f5daf11b6111af86a72a5938b0fe6c5045,derivatives,SynthiXMR,synthetix
0x19cc1f63e344d74a87d955e3f3e95b28dddc61d8,derivatives,SynthiXRP,synthetix
0x71cd588efa3609bc14e7b0c7c57dddfd3a72e8a2,derivatives,SynthiXRP,synthetix
0xcbbb17d9767bd57fbf4bbf8842e916bcb3826ec1,derivatives,SynthiXRP,synthetix
0xccda7941ab1ac7a32f49843c0b3edf618b20f6ae,derivatives,SynthiXRP,synthetix
0xd7adf1b5e31d1c40e08f16a2095338ce3aa8f2fc,derivatives,SynthiXRP,synthetix
0x099cfad1640fc7ea686ab1d83f0a285ba0470882,derivatives,SynthiXTZ,synthetix
0x59d39e14cc735b39746c94351e7fbdd92c8d0d3c,derivatives,SynthiXTZ,synthetix
0x6dfdfbfb4b180be4482f8b753fb33720c2831a9f,derivatives,SynthiXTZ,synthetix
0x72661e76475354403838eb04144206f70ff97d79,derivatives,SynthiXTZ,synthetix
0xad7258d0054c03112a4f5489a4b24ec34a2fc787,derivatives,SynthiXTZ,synthetix
0xfe6cd6de459db214818492f532ec02ba87319437,derivatives,SynthiXTZ,synthetix
0x1a4505543c92084be57ed80113eab7241171e7a8,derivatives,SynthiYFI,synthetix
0x0e8fa2339314ab7e164818f26207897bbe29c3af,derivatives,Synths1INCH,synthetix
0x815cef3b7773f35428b4353073b086ecb658f73c,derivatives,SynthsAAPL,synthetix
0x0705f0716b12a703d4f8832ec7b97c61771f0361,derivatives,SynthsAAVE,synthetix
0xab38249f4f56ef868f6b5e01d9cfa26b952c1270,derivatives,SynthsAAVE,synthetix
0x1cda42c559d2eb137103d9a01d1ae736deda3aef,derivatives,SynthsADA,synthetix
0x8f9fa817200f5b95f9572c8acf2b31410c00335a,derivatives,SynthsADA,synthetix
0xc22e51fa362654ea453b4018b616ef6f6ab3b779,derivatives,SynthsADA,synthetix
0x9530fa32a3059114ac20a5812870da12d97d1174,derivatives,SynthsAMZN,synthetix
0x005d19ca7ff9d79a5bdf0805fc01d9d7c53b6827,derivatives,SynthsAUD,synthetix
0x37b648a07476f4941d3d647f81118afd55fa8a04,derivatives,SynthsAUD,synthetix
0x710882750dde5dbc64e5a7df23a8cf068df74910,derivatives,SynthsAUD,synthetix
0xa6fe80c4c4aadb4b33db7f22dc9ae2c4697cc406,derivatives,SynthsAUD,synthetix
0xaca2179a884bac7c3d0bc4131585e1b7dbdd048e,derivatives,SynthsAUD,synthetix
0xb03dfc4b9c9756b6d4fbc12dade7732149fcf00d,derivatives,SynthsAUD,synthetix
0xe04d8770dc06135dd97214ea8bcbf7b1cc057aa3,derivatives,SynthsAUD,synthetix
0x7da860ef331d22518c28e475af08a77e8599393a,derivatives,SynthsBCH,synthetix
0x9b68b85c61b082b2495b342f26b20a57cfd73d26,derivatives,SynthsBCH,synthetix
0x33ce216c10dea5e724b7a90628ce7853eef127b3,derivatives,SynthsBNB,synthetix
0xadad43be81e2206f6d1af4299ca2a029e16af7ab,derivatives,SynthsBNB,synthetix
0xae3971e603b11da40aea85d8c2355150c7c47683,derivatives,SynthsBNB,synthetix
0xc906de7f8b4c1a4787023f50f49ce98f9f67c4b8,derivatives,SynthsBNB,synthetix
0xda3c83750b1fa31fda838136ef3f853b41cb7a5a,derivatives,SynthsBNB,synthetix
0xe5787927410b659cc4ea2441cdaa361f9d7b250c,derivatives,SynthsBNB,synthetix
0xa5a4cccccaa26cea096f6e493839423f4d66c63f,derivatives,SynthsBRL,synthetix
0x17628a557d1fc88d1c35989dcbac3f3e275e2d2b,derivatives,SynthsBTC,synthetix
0x2b3eb5ef0ef06f2e02ef60b3f36be4793d321353,derivatives,SynthsBTC,synthetix
0x6bcd1cae4a3c099c696b51f889be2120df62b7c0,derivatives,SynthsBTC,synthetix
0x832177f21ccdcc286003fadf4e98fc11dc5c627f,derivatives,SynthsBTC,synthetix
0xc8a5f06858a1b49a7f703eacd433a1444a5e5bd9,derivatives,SynthsBTC,synthetix
0xdb91e4b3b6e19bf22e810c43273eae48c9037e74,derivatives,SynthsBTC,synthetix
0xf0ac210915bd88ea51c9eb800a4078a85927efdf,derivatives,SynthsBTC,synthetix
0xf8ad89091b2724bdb7528c50b282b565db4635bb,derivatives,SynthsBTC,synthetix
0x8f69c9ee79bf9320e1a5c19e559108e1cb3d002b,derivatives,SynthsCAD,synthetix
0x2420057461bd2fb756e0a610897c51de7fb18311,derivatives,SynthsCEX,synthetix
0x2acfe6265d358d982cb1c3b521199973cd443c71,derivatives,SynthsCEX,synthetix
0x5ea2544551448cf6dcc1d853addd663d480fd8d3,derivatives,SynthsCEX,synthetix
0x6aa0f8620614afe9bd4aba3148439b08eb2557c0,derivatives,SynthsCEX,synthetix
0x8a3ca1d2d9a05683eb4db447d0e3122fec09d9ee,derivatives,SynthsCEX,synthetix
0x93cff799f255eda2089cfb3f05696b5b66873c1a,derivatives,SynthsCEX,synthetix
0x253914cf059f4c3e277c28060c404acfc38fb6e2,derivatives,SynthsCHF,synthetix
0x296b019e6df25ce3b71d4239b8c7cec1a417d4e9,derivatives,SynthsCHF,synthetix
0x39ddbbb113af3434048b9d8018a3e99d67c6ee0d,derivatives,SynthsCHF,synthetix
0x64c73355fbd0274e677609e8fb372427df975508,derivatives,SynthsCHF,synthetix
0x9270d9970d6aca773e2fa01633cdc091a46714c9,derivatives,SynthsCHF,synthetix
0xcf9bb94b5d65589039607ba66e3dac686d3eff01,derivatives,SynthsCHF,synthetix
0xff0b8894cc44f300e124bcd39f95555816b8b1d5,derivatives,SynthsCHF,synthetix
0x60c34eb93afcd1b701ff8c036b128441c68a8a70,derivatives,SynthsCNY,synthetix
0x249612f641111022f2f48769f3df5d85cb3e26a2,derivatives,SynthsCOIN,synthetix
0x34c76bc146b759e58886e821d62548ac1e0ba7bc,derivatives,SynthsCOMP,synthetix
0x13d0f5b8630520ea04f694f17a001fb95eafd30e,derivatives,SynthsCRV,synthetix
0xc66499ace3b6c6a30c784be5511e8d338d543913,derivatives,SynthsDASH,synthetix
0xcb6cb218d558ae7ff6415f95bda6616fcff669cb,derivatives,SynthsDASH,synthetix
0x46a7af405093b27da6def193c508bd9240a255fa,derivatives,SynthsDEFI,synthetix
0x4917e9ef69e3a1c82651c9158ca2c25b3a564760,derivatives,SynthsDEFI,synthetix
0xe59dfc746d566eb40f92ed0b162004e24e3ac932,derivatives,SynthsDEFI,synthetix
0xe725d6ff29d0679c9cb6fa8972a1e8a7fb49610b,derivatives,SynthsDEFI,synthetix
0xf5a6115aa582fd1beea22bc93b7dc7a785f60d03,derivatives,SynthsDEFI,synthetix
0xf778ec504245efe1ea010c5c3e50b6f5f5e117da,derivatives,SynthsDEFI,synthetix
0xfa60918c4417b64e722ca15d79c751c1f24ab995,derivatives,SynthsDOT,synthetix
0xfd0435a588bf5c5a6974ba19fa627b772833d4eb,derivatives,SynthsDOT,synthetix
0x31a9c51eed5282f11ae5cdd061a65a4ce0346c08,derivatives,SynthsEOS,synthetix
0xaf090d6e583c082f2011908cf95c2518be7a53ac,derivatives,SynthsEOS,synthetix
0x21ee4afbd6c151fd9a69c1389598170b1d45e0e3,derivatives,SynthsETC,synthetix
0x2369d37ae9b30451d859c11cabac70df1ce48f78,derivatives,SynthsETC,synthetix
0x0577d4268abe6777ae37688d015598819088297b,derivatives,SynthsETH,synthetix
0x42456d7084eacf4083f1140d3229471bba2949a8,derivatives,SynthsETH,synthetix
0x8519d1bdb4cc1753df95c6e98f6bd0e95de568d9,derivatives,SynthsETH,synthetix
0x87641989057242bff28d0d6108d007c79774d06f,derivatives,SynthsETH,synthetix
0x9f71b6596b2c9d357f9f04f8ca772fbd6e2c211c,derivatives,SynthsETH,synthetix
0xab4e760feee20c5c2509061b995e06b542d3112b,derivatives,SynthsETH,synthetix
0xc70b42930bd8d30a79b55415dec3be60827559f7,derivatives,SynthsETH,synthetix
0xcfa46b4923c0e75b7b84e9fbde70ed26fefefbf6,derivatives,SynthsETH,synthetix
0xd0dc005d31c2979cc0d38718e23c82d1a50004c0,derivatives,SynthsETH,synthetix
0xd81ada188331e627567bbef80f91217cd3109592,derivatives,SynthsETH,synthetix
0x2fb419e7023b32201e9ab3aba947f5c101a5c30e,derivatives,SynthsEUR,synthetix
0x45aa2f706c3d695acc1da9698fb803b8ef5157ba,derivatives,SynthsEUR,synthetix
0x57e4a2d7d9b759cf6fa2c937d52e408c66fb6384,derivatives,SynthsEUR,synthetix
0x68473dc4b7a4b0867fd7c5b9a982fea407dad320,derivatives,SynthsEUR,synthetix
0xc2bb52457d81fbd223cc92b44cd372d36b338a10,derivatives,SynthsEUR,synthetix
0xc61b352fcc311ae6b0301459a970150005e74b3e,derivatives,SynthsEUR,synthetix
0xe301da3d2d3e96e57d05b8e557656629cddbe7a0,derivatives,SynthsEUR,synthetix
0xb0e0ba880775b7f2ba813b3800b3979d719f0379,derivatives,SynthsFB,synthetix
0x3e2da260b4a85782a629320eb027a3b7c28ea9f1,derivatives,SynthsFTSE,synthetix
0x8d34924eae7578692775fdd94ed27bc355397e4a,derivatives,SynthsFTSE,synthetix
0x0a24864596c54d79c825e64b281645249c14590c,derivatives,SynthsGBP,synthetix
0x486e27d56c0744970687927728598f8b96451cc4,derivatives,SynthsGBP,synthetix
0x8fa7fbb0144cea832a76547aeab1ad8d9e4588f1,derivatives,SynthsGBP,synthetix
0xb3098ae40f488ffdb979827fd01597cc20c5a5a0,derivatives,SynthsGBP,synthetix
0xd8c733ac0b2db47bba7af7716eb696e62c417d5b,derivatives,SynthsGBP,synthetix
0xdb36b8f25bb1f289d97aee8f87baccac58fa8883,derivatives,SynthsGBP,synthetix
0xde3892383965fba6ec434be6350f85f140098708,derivatives,SynthsGBP,synthetix
0xef285d339c91adf1dd7de0aeaa6250805fd68258,derivatives,SynthsGBP,synthetix
0x8e082925e78538955bc0e2f363fc5d1ab3be739b,derivatives,SynthsGOOG,synthetix
0x51671b7556ebeb4c43180e983f5569973e15cac9,derivatives,SynthsINR,synthetix
0x11dfa1bf994ea47e361ec474519afd627e932eb0,derivatives,SynthsJPY,synthetix
0x388fd1a8a7d36e03efa1ab100a1c5159a3a3d427,derivatives,SynthsJPY,synthetix
0x4b1ce9c42a381cb2d74ffef20103e502e2fc619c,derivatives,SynthsJPY,synthetix
0x4ed5c5d5793f86c8a85e1a96e37b6d374de0e85a,derivatives,SynthsJPY,synthetix
0x68043c3eae66ac1c28341867491e615412fc84fd,derivatives,SynthsJPY,synthetix
0x8ed1b71b00dbab96a6db6df0c910f749243de6d3,derivatives,SynthsJPY,synthetix
0xd9e5a009ec07de76616d7361ed713ef434d71325,derivatives,SynthsJPY,synthetix
0xcec4e038371d32212c6dcdf36fdbcb6f8a34c6d8,derivatives,SynthsKRW,synthetix
0xdf846d3ded30a0590319f8a7ecd4e233b0e9188c,derivatives,SynthsKRW,synthetix
0xe2f532c389deb5e42dce53e78a9762949a885455,derivatives,SynthsKRW,synthetix
0x34b19046c6657d26b0c9b63d3fb54c2754ed4537,derivatives,SynthsLINK,synthetix
0x3d663dbe79fa9752815e03e129d6703ede1c6d71,derivatives,SynthsLINK,synthetix
0x3ffe35c3d412150c3b91d3e22eba60e16030c608,derivatives,SynthsLINK,synthetix
0x46824bfaafd049fb0af9a45159a88e595bbbb9f7,derivatives,SynthsLINK,synthetix
0xaf918f4a72bc34e59dfaf65866fec87947f1f590,derivatives,SynthsLINK,synthetix
0xcd980fc5ccdae62b18a52b83ec64200121a929db,derivatives,SynthsLINK,synthetix
0x088256945480c884c067a8bc98a72a1c984f826b,derivatives,SynthsLTC,synthetix
0x6cf29c515a33209c6eca43c293004ac80c0614f0,derivatives,SynthsLTC,synthetix
0x79bef89a63be04a75f1fa42e8f42ad873b6f43e2,derivatives,SynthsLTC,synthetix
0x8e0cc15bbcd10e170ac07982b5d6930502c63784,derivatives,SynthsLTC,synthetix
0xa962208cdc8588f9238fae169d0f63306c353f4f,derivatives,SynthsLTC,synthetix
0x13586160e4f890d0631c3c08d989f5b7afe202b0,derivatives,SynthsMKR,synthetix
0x54a0326fb698c2cfaca5327550a897fa66d21f07,derivatives,SynthsMKR,synthetix
0x84965dca28c4eb9de61d80f80e811ea12be1c819,derivatives,SynthsMKR,synthetix
0xd1599e478cc818afa42a4839a6c665d9279c3e50,derivatives,SynthsMKR,synthetix
0xfac2b3400df00a348c3118831a45a05255f9004a,derivatives,SynthsMKR,synthetix
0x04720dbbd4599ad26811545595d97fb813e84964,derivatives,SynthsMSFT,synthetix
0x399ba516a6d68d6ad4d5f3999902d0deacaacddd,derivatives,SynthsNFLX,synthetix
0x4ceb220c5e38e27ef5187f7ab853ac182d233d39,derivatives,SynthsNIKKEI,synthetix
0xc02dd182ce029e6d7f78f37492dfd39e4feb1f8b,derivatives,SynthsNIKKEI,synthetix
0xcf401f31c63f58debfc76f441731dfa945cd0bde,derivatives,SynthsNZD,synthetix
0x2962ea4e749e54b10cfa557770d597027ba67cb3,derivatives,SynthsOIL,synthetix
0xde3eaa39875d0528a575dbcc436b2c6ae9fc353c,derivatives,SynthsOIL,synthetix
0x1943dbd2a793c588b5170188ee6fb62e02afdff7,derivatives,SynthsPLN,synthetix
0x4287dac1cc7434991119eba7413189a66ffe65cf,derivatives,SynthsREN,synthetix
0x8a8dcbba6038c6fc6d192f5cf5c5dd83b98591bc,derivatives,SynthsRUB,synthetix
0xe615df79ac987193561f37e77465bec2aefe9adb,derivatives,SynthsRUNE,synthetix
